Field Name,Crop,Crop Area,Activity Date,Activity start time,Activity end time,Operation,Related Plan No,Product,Harvest Interval,Rate,Water Volume,Treated Area,Wind Speed,Wind Direction,Temp,Humidity,Operator,Machine,Reason
MH,Corn Salad,10.5,25/02/2020,6:30,7:10,Fertilising #628,628,Zinic 23%,,30.000 kgs/ha,0.00 lts/ha,10.50 ha,11 kph,E,18 °C,67%,Belmont Farm,K85,
MH,Corn Salad,10.5,25/02/2020,6:30,7:10,Fertilising #628,628,Managnese 32%,,50.000 kgs/ha,0.00 lts/ha,10.50 ha,11 kph,E,18 °C,67%,Belmont Farm,K85,
NW,Wheat,18.84,28/03/2019,0:00,0:00,Fertilising #319,319,Lime Springfield,,"1,000.000 kgs/ha",0.00 lts/ha,4.70 ha,_,_,_,_,Belmont Farm,K85,
NW,Wheat,18.84,28/03/2019,0:00,0:00,Fertilising #319,319,Dolomite (Dol),,"2,200.000 kgs/ha",0.00 lts/ha,4.70 ha,_,_,_,_,Belmont Farm,K85,
NW,Wheat,18.84,28/04/2019,0:00,0:00,Fertilising #320,320,Lime Springfield,,"1,000.000 kgs/ha",0.00 lts/ha,4.70 ha,_,_,_,_,Belmont Farm,K85,
NW,Wheat,18.84,28/04/2019,0:00,0:00,Fertilising #320,320,Dolomite (Dol),,"2,800.000 kgs/ha",0.00 lts/ha,4.70 ha,_,_,_,_,Belmont Farm,K85,
NW,Wheat,18.84,28/04/2019,0:00,0:00,Fertilising #321,321,Lime Springfield,,"1,450.000 kgs/ha",0.00 lts/ha,4.70 ha,_,_,_,_,Belmont Farm,K85,
NW,Wheat,18.84,28/04/2019,0:00,0:00,Fertilising #321,321,Dolomite (Dol),,"2,250.000 kgs/ha",0.00 lts/ha,4.70 ha,_,_,_,_,Belmont Farm,K85,
NW,Wheat,18.84,28/04/2019,0:00,0:00,Fertilising #322,322,Lime Springfield,,500.000 kgs/ha,0.00 lts/ha,4.70 ha,_,_,_,_,Belmont Farm,K85,
NW,Wheat,18.84,28/04/2019,0:00,0:00,Fertilising #322,322,Dolomite (Dol),,"1,500.000 kgs/ha",0.00 lts/ha,4.70 ha,_,_,_,_,Belmont Farm,K85,
NW,Wheat,18.84,23/08/2019,0:00,0:00,Fertilising #418,418,Sulfate of Ammonia-Black,,300.000 kgs/ha,0.00 lts/ha,18.84 ha,_,_,_,_,Belmont Farm,K85,
NW,Wheat,18.84,26/09/2019,14:08,14:08,Fertilising #449,449,DAP,,300.000 kgs/ha,0.00 lts/ha,18.84 ha,_,_,_,_,Belmont Farm,K85,
NW,Wheat,18.84,3/10/2019,13:00,13:00,Fertilising #468,468,Urea,,200.000 kgs/ha,0.00 lts/ha,18.84 ha,_,_,_,_,Belmont Farm,RB 25,
NW,Wheat,18.84,17/10/2019,14:22,14:22,Fertilising #484,484,Urea,,150.000 kgs/ha,0.00 lts/ha,18.84 ha,_,_,_,_,Belmont Farm,RB 25,
NW,Wheat,18.84,1/11/2019,11:57,11:57,Fertilising #506,506,Urea,,150.000 kgs/ha,0.00 lts/ha,18.84 ha,_,_,_,_,Belmont Farm,K85,
P,Ryegrass - Perennial,21.9,24/04/2019,10:30,11:00,Fertilising #316,316,Urea,,125.000 kgs/ha,0.00 lts/ha,21.90 ha,6 kph,NW,16 °C,60%,Belmont Farm,RB 25,
P,Ryegrass - Perennial,21.9,30/07/2019,0:00,0:00,Fertilising #361,361,Dolomite (Dol),,"2,100.000 kgs/ha",0.00 lts/ha,21.90 ha,_,_,_,_,Belmont Farm,K85,
P,Ryegrass - Perennial,21.9,8/08/2019,16:15,17:15,Fertilising #405,405,DAP,,200.000 kgs/ha,0.00 lts/ha,21.90 ha,_,_,_,_,Belmont Farm,K85,
P,Ryegrass - Perennial,21.9,8/08/2019,16:15,17:15,Fertilising #405,405,SulfurGain Pure 90%,,150.000 kgs/ha,0.00 lts/ha,21.90 ha,_,_,_,_,Belmont Farm,K85,
P,Ryegrass - Perennial,21.9,9/08/2019,15:30,17:02,Fertilising #362,362,Lime Springfield,,400.000 kgs/ha,0.00 lts/ha,21.90 ha,_,_,_,_,Belmont Farm,K85,
P,Ryegrass - Perennial,21.9,26/08/2019,16:47,16:47,Fertilising,,Urea,,70.000 kgs/ha,0.00 lts/ha,21.90 ha,_,_,_,_,,,
P,Ryegrass - Perennial,21.9,30/09/2019,17:43,17:43,Fertilising #461,461,Urea,,50.000 kgs/ha,0.00 lts/ha,21.90 ha,_,_,_,_,Belmont Farm,K85,
P,Ryegrass - Perennial,21.9,1/11/2019,11:57,11:57,Fertilising #507,507,Urea,,150.000 kgs/ha,0.00 lts/ha,21.90 ha,_,_,_,_,Belmont Farm,RB 25,
P,Ryegrass - Perennial,21.9,11/11/2019,10:12,10:12,Fertilising #524,524,Urea,,200.000 kgs/ha,0.00 lts/ha,21.90 ha,_,_,_,_,Belmont Farm,RB 25,
P,Ryegrass - Perennial,21.9,14/12/2019,10:30,11:30,Fertilising #566,566,Urea,,100.000 kgs/ha,0.00 lts/ha,21.90 ha,1 kph,NW,17 °C,42%,Belmont Farm,K85,
P,Ryegrass - Perennial,21.9,7/03/2020,9:45,10:15,Fertilising #638,638,Urea,,100.000 kgs/ha,0.00 lts/ha,21.90 ha,13 kph,NW,15 °C,47%,Belmont Farm,RB 25,
P,Ryegrass - Perennial,21.9,4/04/2020,0:00,0:00,Fertilising,,Urea,,80.000 kgs/ha,0.00 lts/ha,21.90 ha,_,_,_,_,Belmont Farm,K85,
P,Ryegrass - Perennial,21.9,8/05/2020,0:00,0:00,Fertilising #684,684,Urea,,80.000 kgs/ha,0.00 lts/ha,21.90 ha,_,_,_,_,Belmont Farm,K85,
P,Ryegrass - Perennial,21.9,25/05/2020,0:00,0:00,Fertilising,,Urea,,70.000 kgs/ha,0.00 lts/ha,21.90 ha,_,_,_,_,,,
PW,Barley,18.5,2/08/2019,0:00,0:00,Fertilising #391,391,Lime Springfield,,450.000 kgs/ha,0.00 lts/ha,4.70 ha,_,_,_,_,Belmont Farm,K85,
PW,Barley,18.5,2/08/2019,0:00,0:00,Fertilising #392,392,Lime Springfield,,550.000 kgs/ha,0.00 lts/ha,4.70 ha,_,_,_,_,Belmont Farm,K85,
PW,Barley,18.5,2/08/2019,0:00,0:00,Fertilising #393,393,Muriate of Potash,,360.000 kgs/ha,0.00 lts/ha,9.40 ha,_,_,_,_,Belmont Farm,K85,
PW,Barley,18.5,2/08/2019,0:00,0:00,Fertilising #394,394,Muriate of Potash,,200.000 kgs/ha,0.00 lts/ha,4.70 ha,_,_,_,_,Belmont Farm,K85,
PW,Barley,18.5,6/08/2019,10:38,10:38,Fertilising #389,389,Dolomite (Dol),,"2,700.000 kgs/ha",0.00 lts/ha,14.10 ha,_,_,_,_,Belmont Farm,K85,
PW,Barley,18.5,6/08/2019,10:38,10:38,Fertilising #390,390,Dolomite (Dol),,650.000 kgs/ha,0.00 lts/ha,4.70 ha,_,_,_,_,Belmont Farm,K85,
PW,Barley,18.5,8/08/2019,12:00,12:45,Fertilising #402,402,DAP,,150.000 kgs/ha,0.00 lts/ha,16.00 ha,_,_,_,_,Belmont Farm,K85,
PW,Barley,18.5,8/08/2019,16:00,17:00,Fertilising #401,401,DAP,,250.000 kgs/ha,0.00 lts/ha,2.50 ha,_,_,_,_,Belmont Farm,K85,
PW,Barley,18.5,14/08/2019,13:30,13:39,Fertilising #412,412,Kieserite,,450.000 kgs/ha,0.00 lts/ha,2.50 ha,9 kph,SW,9 °C,56%,Belmont Farm,K85,
PW,Barley,18.5,3/10/2019,14:00,14:00,Fertilising #465,465,Sulfate of Ammonia-Black,,300.000 kgs/ha,0.00 lts/ha,18.50 ha,_,_,_,_,Belmont Farm,K85,
PW,Barley,18.5,3/10/2019,14:00,14:00,Fertilising #466,466,Urea,,60.000 kgs/ha,0.00 lts/ha,18.50 ha,_,_,_,_,Belmont Farm,K85,
PW,Barley,18.5,22/10/2019,18:10,18:10,Fertilising #491,491,Urea,,150.000 kgs/ha,0.00 lts/ha,18.50 ha,_,_,_,_,Belmont Farm,K85,
Q,Onions,16.15,14/06/2019,0:00,0:00,Fertilising #346,346,Dolomite (Dol),,"1,150.000 kgs/ha",0.00 lts/ha,3.31 ha,_,_,_,_,Belmont Farm,K85,
Q,Onions,16.15,14/06/2019,0:00,0:00,Fertilising #346,346,Lime Springfield,,"1,000.000 kgs/ha",0.00 lts/ha,3.31 ha,_,_,_,_,Belmont Farm,K85,
Q,Onions,16.15,14/06/2019,0:00,0:00,Fertilising #346,346,Muriate of Potash,,600.000 kgs/ha,0.00 lts/ha,3.31 ha,_,_,_,_,Belmont Farm,K85,
Q,Onions,16.15,14/06/2019,0:00,0:00,Fertilising #347,347,Dolomite (Dol),,650.000 kgs/ha,0.00 lts/ha,4.48 ha,_,_,_,_,Belmont Farm,K85,
Q,Onions,16.15,14/06/2019,0:00,0:00,Fertilising #347,347,Lime Springfield,,850.000 kgs/ha,0.00 lts/ha,4.48 ha,_,_,_,_,Belmont Farm,K85,
Q,Onions,16.15,14/06/2019,0:00,0:00,Fertilising #347,347,Muriate of Potash,,600.000 kgs/ha,0.00 lts/ha,4.48 ha,_,_,_,_,Belmont Farm,K85,
Q,Onions,16.15,17/06/2019,0:00,0:00,Fertilising #348,348,Muriate of Potash,,700.000 kgs/ha,0.00 lts/ha,5.22 ha,_,_,_,_,Belmont Farm,K85,
Q,Onions,16.15,17/06/2019,0:00,0:00,Fertilising #349,349,Muriate of Potash,,750.000 kgs/ha,0.00 lts/ha,3.14 ha,_,_,_,_,Belmont Farm,K85,
Q,Onions,16.15,6/08/2019,15:00,17:30,Fertilising #380,380,DAP,,300.000 kgs/ha,0.00 lts/ha,16.15 ha,_,_,10 °C,60%,Belmont Farm,,
Q,Onions,16.15,6/08/2019,15:00,17:30,Fertilising #380,380,SulfurGain Pure 90%,,100.000 kgs/ha,0.00 lts/ha,16.15 ha,_,_,10 °C,60%,Belmont Farm,,
Q,Onions,16.15,6/08/2019,15:00,17:30,Fertilising #380,380,Boron 15%,,20.000 kgs/ha,0.00 lts/ha,16.15 ha,_,_,10 °C,60%,Belmont Farm,,
Q,Onions,16.15,6/08/2019,15:00,17:30,Fertilising #380,380,Zinic 23%,,16.000 kgs/ha,0.00 lts/ha,16.15 ha,_,_,10 °C,60%,Belmont Farm,,
Q,Onions,16.15,6/08/2019,15:00,17:30,Fertilising #380,380,Copper Sulphate 25%,,39.000 kgs/ha,0.00 lts/ha,16.15 ha,_,_,10 °C,60%,Belmont Farm,,
Q,Onions,16.15,6/08/2019,15:00,17:30,Fertilising #380,380,Managnese 32%,,150.000 kgs/ha,0.00 lts/ha,16.15 ha,_,_,10 °C,60%,Belmont Farm,,
Q,Onions,16.15,7/11/2019,10:00,12:00,Fertilising,,Yara Complex,,300.000 kgs/ha,0.00 lts/ha,16.15 ha,5 kph,NE,15 °C,60%,,,
R,Clover (White),16.2,12/07/2019,15:45,16:50,Fertilising #371,371,Muriate of Potash,,200.000 kgs/ha,0.00 lts/ha,16.20 ha,5 kph,E,12 °C,57%,Belmont Farm,K85,
R,Clover (White),16.2,29/07/2019,11:00,13:55,Fertilising #355,355,Dolomite (Dol),,"1,000.000 kgs/ha",0.00 lts/ha,16.20 ha,_,N,12 °C,60%,Belmont Farm,K85,
R,Clover (White),16.2,30/07/2019,0:00,0:00,Fertilising #356,356,Lime Springfield,,500.000 kgs/ha,0.00 lts/ha,16.20 ha,_,_,_,_,Belmont Farm,K85,
R,Clover (White),16.2,8/08/2019,9:30,10:18,Fertilising #397,397,SulfurGain Pure 90%,,50.000 kgs/ha,0.00 lts/ha,16.20 ha,_,_,_,_,Belmont Farm,K85,
R,Clover (White),16.2,8/08/2019,9:30,10:18,Fertilising #397,397,Boron 15%,,20.000 kgs/ha,0.00 lts/ha,16.20 ha,_,_,_,_,Belmont Farm,K85,
R,Clover (White),16.2,31/03/2020,4:10,5:00,Fertilising #656,656,Copper Sulphate 25%,,40.000 kgs/ha,0.00 lts/ha,16.20 ha,7 kph,SE,11 °C,73%,Belmont Farm,RB 25,
R,Clover (White),16.2,2/04/2020,10:50,11:50,Fertilising #654,654,Muriate of Potash,,650.000 kgs/ha,0.00 lts/ha,16.20 ha,5 kph,SE,13 °C,70%,Belmont Farm,K85,
S,Carrots,15.6,19/02/2019,10:30,11:20,Fertilising #261,261,Muriate of Potash,,448.654 kgs/ha,0.00 lts/ha,15.60 ha,10 kph,N,30 °C,32%,Belmont Farm,K85,
S,Carrots,15.6,21/02/2019,11:30,12:15,Fertilising #264,264,DAP,,200.000 kgs/ha,0.00 lts/ha,15.60 ha,9 kph,SW,28 °C,46%,Belmont Farm,RB 25,
S,Carrots,15.6,22/02/2019,10:30,10:30,Fertilising #269,269,Lime Springfield,,"2,000.000 kgs/ha",0.00 lts/ha,15.60 ha,2 kph,SW,22 °C,46%,Belmont Farm,K85,
S,Carrots,15.6,22/02/2019,18:00,19:40,Fertilising #268,268,Dolomite (Dol),,"1,869.870 kgs/ha",0.00 lts/ha,15.60 ha,4 kph,NE,17 °C,60%,Belmont Farm,K85,
S,Carrots,15.6,24/09/2019,0:00,0:00,Fertilising #447,447,Superten,,250.000 kgs/ha,0.00 lts/ha,15.60 ha,_,_,_,_,Belmont Farm,K85,
S,Carrots,15.6,16/12/2019,0:00,0:00,Fertilising #578,578,Sulfate of Ammonia-Black,,250.000 kgs/ha,0.00 lts/ha,15.60 ha,_,_,_,_,Belmont Farm,K85,
S,Carrots,15.6,16/12/2019,0:00,0:00,Fertilising #578,578,Boron 15%,,25.000 kgs/ha,0.00 lts/ha,15.60 ha,_,_,_,_,Belmont Farm,K85,
U,Carrots,21.23,21/02/2019,9:30,10:30,Fertilising #263,263,Muriate of Potash,,356.854 kgs/ha,0.00 lts/ha,21.23 ha,5 kph,NE,24 °C,58%,Belmont Farm,K85,
U,Carrots,21.23,22/02/2019,14:30,16:00,Fertilising #265,265,DAP,,406.971 kgs/ha,0.00 lts/ha,21.23 ha,12 kph,E,20 °C,50%,Belmont Farm,K85,
U,Carrots,21.23,26/02/2019,11:00,14:30,Fertilising #271,271,Lime Springfield,,"1,318.890 kgs/ha",0.00 lts/ha,21.23 ha,8 kph,E,24 °C,41%,Belmont Farm,K85,
U,Carrots,21.23,26/02/2019,12:49,13:49,Fertilising #270,270,Dolomite (Dol),,300.000 kgs/ha,0.00 lts/ha,21.23 ha,_,_,_,_,Belmont Farm,K85,
U,Carrots,21.23,24/09/2019,0:00,0:00,Fertilising #447,447,Superten,,250.000 kgs/ha,0.00 lts/ha,21.23 ha,_,_,_,_,Belmont Farm,K85,
U,Carrots,21.23,26/09/2019,14:10,14:10,Fertilising #446,446,Muriate of Potash,,200.000 kgs/ha,0.00 lts/ha,21.23 ha,_,_,_,_,Belmont Farm,RB 25,
U,Carrots,21.23,16/12/2019,0:00,0:00,Fertilising #578,578,Sulfate of Ammonia-Black,,250.000 kgs/ha,0.00 lts/ha,21.23 ha,_,_,_,_,Belmont Farm,K85,
U,Carrots,21.23,16/12/2019,0:00,0:00,Fertilising #578,578,Boron 15%,,25.000 kgs/ha,0.00 lts/ha,21.23 ha,_,_,_,_,Belmont Farm,K85,
W,Ryecorn,5.3,29/12/2019,15:13,15:13,Fertilising,,Urea,,150.000 kgs/ha,0.00 lts/ha,5.30 ha,10 kph,NE,20 °C,50%,,K85,
W,Ryecorn,5.3,7/04/2020,11:50,12:05,Fertilising #666,666,Urea,,150.000 kgs/ha,0.00 lts/ha,5.30 ha,13 kph,NW,18 °C,61%,Belmont Farm,RB 25,
W,Parsnips,5.5,19/02/2019 - 20/02/2019,11:40,12:29,Fertilising #262,262,Muriate of Potash,,250.000 kgs/ha,0.00 lts/ha,10.77 ha,10 kph,N,30 °C,32%,Belmont Farm,RB 25,
W,Parsnips,5.5,22/02/2019,16:10,16:39,Fertilising #266,266,DAP,,200.000 kgs/ha,0.00 lts/ha,10.77 ha,12 kph,E,20 °C,50%,Belmont Farm,K85,
W,Parsnips,5.5,26/02/2019,15:30,16:50,Fertilising #272,272,Lime Springfield,,880.000 kgs/ha,0.00 lts/ha,10.77 ha,8 kph,E,24 °C,40%,Belmont Farm,K85,
W,Parsnips,5.5,8/03/2019,14:30,15:00,Fertilising #277,277,SulfurGain Pure 90%,,100.000 kgs/ha,0.00 lts/ha,10.77 ha,_,NE,20 °C,80%,Belmont Farm,K85,
W,Parsnips,5.5,8/03/2019,14:30,15:00,Fertilising #277,277,Copper Sulphate 25%,,40.000 kgs/ha,0.00 lts/ha,10.77 ha,_,NE,20 °C,80%,Belmont Farm,K85,
W,Parsnips,5.5,8/03/2019,14:30,15:00,Fertilising #277,277,Zinic 23%,,20.000 kgs/ha,0.00 lts/ha,10.77 ha,_,NE,20 °C,80%,Belmont Farm,K85,
W,Parsnips,5.5,8/03/2019,14:30,15:00,Fertilising #277,277,Cobalt 10%,,1.000 kgs/ha,0.00 lts/ha,10.77 ha,_,NE,20 °C,80%,Belmont Farm,K85,
X,Fodder Beet,10,7/09/2019,0:00,0:00,Fertilising #428,428,Lime Springfield,,"1,650.000 kgs/ha",0.00 lts/ha,10.00 ha,_,_,_,_,Belmont Farm,K85,
X,Fodder Beet,10,7/09/2019,8:00,10:47,Fertilising #427,427,Dolomite (Dol),,"5,250.000 kgs/ha",0.00 lts/ha,10.00 ha,5 kph,SW,_,_,Belmont Farm,K85,
X,Fodder Beet,10,11/09/2019,0:00,0:00,Fertilising #433,433,DAP,,280.000 kgs/ha,0.00 lts/ha,10.00 ha,_,_,_,_,Belmont Farm,K85,
X,Fodder Beet,10,11/09/2019,0:00,0:00,Fertilising #433,433,SulfurGain Pure 90%,,50.000 kgs/ha,0.00 lts/ha,10.00 ha,_,_,_,_,Belmont Farm,K85,
X,Fodder Beet,10,11/09/2019,0:00,0:00,Fertilising #433,433,Boron 15%,,20.000 kgs/ha,0.00 lts/ha,10.00 ha,_,_,_,_,Belmont Farm,K85,
X,Fodder Beet,10,11/09/2019,0:00,0:00,Fertilising #433,433,Zinic 23%,,11.000 kgs/ha,0.00 lts/ha,10.00 ha,_,_,_,_,Belmont Farm,K85,
X,Fodder Beet,10,10/12/2019,15:30,16:42,Fertilising #567,567,Urea,,150.000 kgs/ha,0.00 lts/ha,10.00 ha,10 kph,NE,18 °C,61%,Belmont Farm,K85,
X,Barley,5,7/09/2019,0:00,0:00,Fertilising #428,428,Lime Springfield,,"1,650.000 kgs/ha",0.00 lts/ha,5.00 ha,_,_,_,_,Belmont Farm,K85,
X,Barley,5,7/09/2019,8:00,10:47,Fertilising #427,427,Dolomite (Dol),,"5,250.000 kgs/ha",0.00 lts/ha,5.00 ha,5 kph,SW,_,_,Belmont Farm,K85,
X,Barley,5,11/09/2019,0:00,0:00,Fertilising #433,433,DAP,,280.000 kgs/ha,0.00 lts/ha,5.00 ha,_,_,_,_,Belmont Farm,K85,
X,Barley,5,11/09/2019,0:00,0:00,Fertilising #433,433,SulfurGain Pure 90%,,50.000 kgs/ha,0.00 lts/ha,5.00 ha,_,_,_,_,Belmont Farm,K85,
X,Barley,5,11/09/2019,0:00,0:00,Fertilising #433,433,Boron 15%,,20.000 kgs/ha,0.00 lts/ha,5.00 ha,_,_,_,_,Belmont Farm,K85,
X,Barley,5,11/09/2019,0:00,0:00,Fertilising #433,433,Zinic 23%,,11.000 kgs/ha,0.00 lts/ha,5.00 ha,_,_,_,_,Belmont Farm,K85,
X,Barley,5,5/10/2019,10:42,10:42,Fertilising,,Urea,,130.000 kgs/ha,0.00 lts/ha,5.00 ha,_,_,_,_,,,
X,Barley,5,22/10/2019,18:10,18:10,Fertilising #491,491,Urea,,150.000 kgs/ha,0.00 lts/ha,5.00 ha,_,_,_,_,Belmont Farm,K85,
